silencing,dropout,prior,rep,method,#branches,#FN,#FP,#TP,FN_rate,FP_rate,TP_rate,parsimony-score,time,normalized-parsimony-score
0,100,02,05,laml,166,136,92,74,0.647619,0.554217,0.445783,2424.29,1172.10,1.135520103421141379697980290
0,100,02,05,paup,218,53,61,157,0.252381,0.279817,0.720183,2108.88,53.76,0.9877843144602240791396560123
0,100,02,05,star_cdp,216,55,61,155,0.261905,0.282407,0.717593,2107.19,66.26,0.9869927305429609922434143965
0,100,02,05,paup-sc,156,71,17,139,0.338095,0.108974,0.891026,2145.74,,1.005049274927867501030464271
0,100,02,05,star_cdp-sc,163,65,18,145,0.309524,0.110429,0.889571,,,
0,100,02,05,ground-truth,249,0,0,249,0.0,0.0,1.0,2134.96,,1
0,100,03,01,cassiopeia_greedy,226,155,178,48,0.763547,0.787611,0.212389,2277.74,6.06,1.344934074174672437513654588
0,100,03,01,startle_nni,214,126,137,77,0.62069,0.640187,0.359813,2014.22,6.20,1.189333774216595712016627597
0,100,03,01,laml,161,132,90,71,0.650246,0.559006,0.440994,2009.13,1152.49,1.186328288762791027238319054
0,100,03,01,paup,208,50,55,153,0.246305,0.264423,0.735577,1676.36,47.28,0.9898380344479413310344420366
0,100,03,01,star_cdp,207,55,59,148,0.270936,0.285024,0.714976,1671.27,66.21,0.9868325489941366462561334932
0,100,03,01,paup-sc,146,74,17,129,0.364532,0.116438,0.883562,1718.39,,1.014655432016391409862007475
0,100,03,01,star_cdp-sc,152,72,21,131,0.35468,0.138158,0.861842,,,
0,100,03,01,ground-truth,249,0,0,249,0.0,0.0,1.0,1693.57,,1
0,100,03,02,cassiopeia_greedy,223,161,182,41,0.79703,0.816143,0.183857,2286.72,5.84,1.310696640033015028716196852
0,100,03,02,startle_nni,209,139,146,63,0.688119,0.698565,0.301435,2114.74,11.76,1.212121559501564774798528080
0,100,03,02,laml,157,143,98,59,0.707921,0.624204,0.375796,2109.65,832.44,1.209204085609803629360448454
0,100,03,02,paup,215,59,72,143,0.292079,0.334884,0.665116,1713.65,58.22,0.9822257631859502711129962285
0,100,03,02,star_cdp,209,60,67,142,0.29703,0.320574,0.679426,1708.56,75.51,0.9793082892941891256749166027
0,100,03,02,paup-sc,151,79,28,123,0.391089,0.18543,0.81457,1755.24,,1.006064218816273657904692032
0,100,03,02,star_cdp-sc,165,71,34,131,0.351485,0.206061,0.793939,,,
0,100,03,02,ground-truth,249,0,0,249,0.0,0.0,1.0,1744.66,,1
0,100,03,03,cassiopeia_greedy,217,170,176,41,0.805687,0.81106,0.18894,2599.09,6.18,1.437565681036294649277093773
0,100,03,03,startle_nni,213,138,140,73,0.654028,0.657277,0.342723,2112.04,4.46,1.168176639122114182679011936
0,100,03,03,laml,163,143,95,68,0.677725,0.582822,0.417178,2106.94,1504.43,1.165355811458091350568037257
0,100,03,03,paup,214,55,58,156,0.260664,0.271028,0.728972,1778.89,56.76,0.9839102202457991791944601157
0,100,03,03,star_cdp,209,63,61,148,0.298578,0.291866,0.708134,1773.80,71.09,0.9810949236164116859699775440
0,100,03,03,paup-sc,159,79,27,132,0.374408,0.169811,0.830189,1814.82,,1.003783227690571798360601334
0,100,03,03,star_cdp-sc,162,78,29,133,0.369668,0.179012,0.820988,,,
0,100,03,03,ground-truth,249,0,0,249,0.0,0.0,1.0,1807.98,,1
0,100,03,04,cassiopeia_greedy,225,167,189,36,0.82266,0.84,0.16,2571.34,5.90,1.484693111611524914833419943
0,100,03,04,startle_nni,210,140,147,63,0.689655,0.7,0.3,2077.85,5.47,1.199751717766614700617818581
0,100,03,04,laml,158,143,98,60,0.704433,0.620253,0.379747,2072.82,965.68,1.196847393036549454356487095
0,100,03,04,paup,217,59,73,144,0.29064,0.336406,0.663594,1705.05,41.72,0.9844967954269877013684392863
0,100,03,04,star_cdp,207,57,61,146,0.280788,0.294686,0.705314,1699.96,58.16,0.9815578266643570644956406259
0,100,03,04,paup-sc,155,75,27,128,0.369458,0.174194,0.825806,1764.49,,1.018817483688434667128587101
0,100,03,04,star_cdp-sc,161,72,30,131,0.35468,0.186335,0.813665,,,
0,100,03,04,ground-truth,249,0,0,249,0.0,0.0,1.0,1731.90,,1
0,100,03,05,cassiopeia_greedy,231,168,195,36,0.823529,0.844156,0.155844,2526.84,18.38,1.542345465754344415891986254
0,100,03,05,startle_nni,209,125,130,79,0.612745,0.62201,0.37799,1913.41,20.60,1.167916938796686829720870897
0,100,03,05,laml,158,132,86,72,0.647059,0.544304,0.455696,1908.42,2878.55,1.164871117187833804347162625
0,100,03,05,paup,219,59,74,145,0.289216,0.3379,0.6621,1606.46,50.30,0.9805592348212487258211205450
0,100,03,05,star_cdp,212,65,73,139,0.318627,0.34434,0.65566,1601.37,66.83,0.9774523747032002490371175174
0,100,03,05,paup-sc,152,81,29,123,0.397059,0.190789,0.809211,1634.59,,0.9977293674579292075370351155
0,100,03,05,star_cdp-sc,164,78,38,126,0.382353,0.231707,0.768293,,,
0,100,03,05,ground-truth,249,0,0,249,0.0,0.0,1.0,1638.31,,1
0,100,04,01,cassiopeia_greedy,224,151,179,45,0.770408,0.799107,0.200893,2486.09,6.52,1.456810017989721833193673712
0,100,04,01,startle_nni,209,117,130,79,0.596939,0.62201,0.37799,1952.58,13.42,1.144181467656589687846097051
0,100,04,01,laml,163,117,84,79,0.596939,0.515337,0.484663,1950.14,1234.40,1.142751665660726737883307062
0,100,04,01,paup,215,54,73,142,0.27551,0.339535,0.660465,1677.08,56.95,0.9827427586974738211458339437
0,100,04,01,star_cdp,215,56,75,140,0.285714,0.348837,0.651163,1674.65,72.67,0.9813188165458562111419078481
0,100,04,01,paup-sc,149,75,28,121,0.382653,0.187919,0.812081,1738.44,,1.018698762986879808734683832
0,100,04,01,star_cdp-sc,155,73,32,123,0.372449,0.206452,0.793548,,,
0,100,04,01,ground-truth,249,0,0,249,0.0,0.0,1.0,1706.53,,1
0,100,04,02,cassiopeia_greedy,225,149,177,48,0.756345,0.786667,0.213333,2478.61,5.73,1.501632729718104216017108826
0,100,04,02,startle_nni,209,120,132,77,0.609137,0.631579,0.368421,1936.84,6.56,1.173408618631899721920986787
0,100,04,02,laml,163,122,88,75,0.619289,0.539877,0.460123,1934.40,770.23,1.171930377254469559738520910
0,100,04,02,paup,213,47,63,150,0.238579,0.295775,0.704225,1630.45,62.39,0.9877863335372983321317573503
0,100,04,02,star_cdp,213,52,68,145,0.263959,0.319249,0.680751,1628.01,79.76,0.9863080921598681699492914741
0,100,04,02,paup-sc,156,64,23,133,0.324873,0.147436,0.852564,1690.30,,1.024045655848443908615602717
0,100,04,02,star_cdp-sc,166,60,29,137,0.304569,0.174699,0.825301,,,
0,100,04,02,ground-truth,249,0,0,249,0.0,0.0,1.0,1650.61,,1
0,100,04,03,cassiopeia_greedy,215,158,178,37,0.810256,0.827907,0.172093,2688.97,5.29,1.523219586250651439965558652
